"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative","ARR","std.error","statistic","p.value","conf.low","conf.high"
1165,"Hypomesus transpacificus","Hypomesus","transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",16.6,37.86,-122.37,"","Hypomesus","transpacificus","San Francisco Brackish US",21,28.4,"tmax",0.5,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Marine","21","days",NA,"365","within 1 year (Swanson+ C.+ Reid+ T.+ Young+ P. S.+ & Cech Jr+ J. J. (2000). Comparative environmental tolerances of threatened delta smelt (Hypomesus transpacificus) and introduced wakasagi (H. nipponensis) in an altered California estuary. Oecologia+ 123(3)+ 384-390. Swanson+ Christina+)","365","within 1 year (Swanson+ C.+ Reid+ T.+ Young+ P. S.+ & Cech Jr+ J. J. (2000). Comparative environmental tolerances of threatened delta smelt (Hypomesus transpacificus) and introduced wakasagi (H. nipponensis) in an altered California estuary. Oecologia+ 123(3)+ 384-390. Swanson+ Christina+)","Y","10-100","LARVAE: based on larvae - fig1 + larvae are buoyant and carried downstream (Moyle+ P. B.+ Herbold+ B.+ Stevens+ D. E.+ & Miller+ L. W. (1992). Life history and status of delta smelt in the Sacramentoâ€êSan Joaquin Estuary+ California. Transactions of the American Fisheries Society+ 121(1)+ 67-77.)  MIGRATION: individuals migrate 80km for spawning (Sommer+ T.+ Mejia+ F. H.+ Nobriga+ M. L.+ Feyrer+ F.+ & Grimaldo+ L. (2011). The spawning migration of delta smelt in the upper San Francisco Estuary. San Francisco Estuary and Watershed Science+ 9(2).)",NA,12,"TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","annual and spawn in winter (https://new.baydeltalive.com/assets/05058ccde7595f531c3f6b5eda7faa2f/application/pdf/Swee_Teh_POD_health_status_2007.pdf)","migratory","http://dx.doi.org/10.15447/sfews.2014v9iss2art2","Winter",NA,"DISTANCE: migrate up to 80km for spawning (http://dx.doi.org/10.15447/sfews.2014v9iss2art2)  TIMING: winter (http://dx.doi.org/10.15447/sfews.2014v9iss2art2)","Nikki","unk","""fairly restricted home range"" (http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.348.4363&rep=rep1&type=pdf)",730,"1-2 years max (fishbase+ NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.332754475020037,0.159068264319226,2.09189731493045,0.0659799811062306,-0.0270829384835785,0.692591888523653
969,"Fundulus heteroclitus","Fundulus","heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",7.2,42.9,-70.81,"","Fundulus","heteroclitus","Hampton New Hampshire US",21,32,"tmax",0.73,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,"365","1-2 years (NatureServe Explorer)","365","1-2 years (NatureServe Explorer)","Y","1-10","MOVEMENT: individuals travelled 2 km upstream+ have high site fidelity and small migration area (https://link.springer.com/content/pdf/10.2307%2F1350898.pdf + https://doi.org/10.1016/j.cbpc.2016.05.005)",NA,15,"TL male/unsexed -fishbase","8.9","TL male/unsexed -fishbase","8.9","TL male/unsexed -fishbase","Y","kunk","may migrate/burrow but literature disagrees on it according to (Skinner+ M. A.+ Courtenay+ S. C.+ Parker+ W. R.+ & Curry+ R. A. (2005). Site fidelity of mummichogs (Fundulus heteroclitus) in an Atlantic Canadian estuary. Water Quality Research Journal+ 40(3)+ 288-298.) IUCN Red List writes ""may burrow""","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00407-0.13","consistently recaptured within 36- 200m of release depending on population (Skinner+ M. A.+ Courtenay+ S. C.+ Parker+ W. R.+ & Curry+ R. A. (2005). Site fidelity of mummichogs (Fundulus heteroclitus) in an Atlantic Canadian estuary. Water Quality Research Journal+ 40(3)+ 288-298.)+ home range of less than 30m from (https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=2686&context=etd)+ home range of 36m from (https://doi.org/10.2307/1935311)",1580,"4 years max+ (https://doi.org/10.1016/0022-0981(78)90125-9) + fishbase",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.395455434251263,0.0212321440813839,18.6253179488356,2.81706163834191e-11,0.349917014269558,0.440993854232968
950,"Fundulus heteroclitus","Fundulus","heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",5,34.73,-76.72,"","Fundulus","heteroclitus","Morehead City North Carolina US",21,32.93,"tmax",1.5,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Marine","21","days",NA,"365","1-2 years (NatureServe Explorer)","365","1-2 years (NatureServe Explorer)","Y","1-10","MOVEMENT: individuals travelled 2 km upstream+ have high site fidelity and small migration area (https://link.springer.com/content/pdf/10.2307%2F1350898.pdf + https://doi.org/10.1016/j.cbpc.2016.05.005)",NA,15,"TL male/unsexed -fishbase","8.9","TL male/unsexed -fishbase","8.9","TL male/unsexed -fishbase","Y","kunk","may migrate/burrow but literature disagrees on it according to (Skinner+ M. A.+ Courtenay+ S. C.+ Parker+ W. R.+ & Curry+ R. A. (2005). Site fidelity of mummichogs (Fundulus heteroclitus) in an Atlantic Canadian estuary. Water Quality Research Journal+ 40(3)+ 288-298.) IUCN Red List writes ""may burrow""","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00407-0.13","consistently recaptured within 36- 200m of release depending on population (Skinner+ M. A.+ Courtenay+ S. C.+ Parker+ W. R.+ & Curry+ R. A. (2005). Site fidelity of mummichogs (Fundulus heteroclitus) in an Atlantic Canadian estuary. Water Quality Research Journal+ 40(3)+ 288-298.)+ home range of less than 30m from (https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=2686&context=etd)+ home range of 36m from (https://doi.org/10.2307/1935311)",1580,"4 years max+ (https://doi.org/10.1016/0022-0981(78)90125-9) + fishbase",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.404666666666667,0.0533300924941268,7.58796108803359,0.00161795689284153,0.256598592401603,0.552734740931731
1229,"Ischnura elegans","Ischnura","elegans","Arthropoda","Insecta","Odonata","Coenagrionidae","Nikki","Op_de_Beeck_et_al_2017","intratherm_team","Ischnura elegans_56.183239_10.650469",24,56.183239,10.650469,"","Ischnura","elegans","Ahl Hage, Ahlvej, Ebeltoft, Denmark",17,44.96503238,"tmax",0.144680851,"SE",NA,"critical","upper_critical_limit","0.3",NA,NA,"held","summer",NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,"180","larvae grow between april-october (DOI: 10.2307/3669)","180","larvae grow between april-october (DOI: 10.2307/3669)","Y","0-1","maximum distance 365m (http://natuurtijdschriften.nl/record/591276)",NA,3.5,"body length of 35 mm (https://web.archive.org/web/20110606051143/http://delta-intkey.com/britin/odo/www/elegans.htm)",NA,NA,NA,NA,NA,"none","none reported in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","0.13","most stayed within 100m of hatch site+ used as radius (http://natuurtijdschriften.nl/record/591276)",540,"Oct-April of the adult (https://doi.org/10.1080/13887890.2015.1015179)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.0895486924999968,NA,NA,NA,NA,NA
1801,"Myrmecocystus depilis","Myrmecocystus","depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",5,32.32,-106.76,"","Myrmecocystus","depilis","Las Cruces, New Mexico, USA",0,47.2,"tmax",1.7,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,NA,NA,"Terrestrial","0h","hours","Flying","90","Queen - http://www.antwiki.org/wiki/Myrmecocystus","unk",NA,NA,"1-10","MOVEMENT: estimate based on flight capacity (https://en.wikipedia.org/wiki/Myrmecocystus_mexicanus#Nuptial_flights)",NA,0.8,"http://www.antwiki.org/wiki/Myrmecocystus_depilis",NA,NA,NA,NA,NA,"Summer","hottest months of the year (June to September include in the desert southern areas of their range) aestivation https://docs.google.com/spreadsheets/d/19V7wEqsh-hf9YSYqTk-nHGxy9o76BAK_mq0rPZkx0R4/edit#gid=0 + http://www.antwiki.org/wiki/Myrmecocystus_species_groups","non-migratory","guess since any migration would likely be short distance",NA,NA,NA,"Wilco+Piero/Nikki","5.73E-08","4.2 to 13.5cm radius colony size (https://doi.org/10.1603/0013-8746(2001)094[0059:DOMMHF]2.0.CO;2)",6205,"https://books.google.ca/books?id=R-7TaridBX0C&pg=PA172&lpg=PA172&dq=Myrmecocystus+depilis+days&source=bl&ots=sL0Rg6GM5a&sig=ACfU3U2EOG24gWX5JB9WuRWbkz50Hgm01w&hl=fr&sa=X&ved=2ahUKEwiwxey60rThAhXKjVkKHXtHBIMQ6AEwCHoECAgQAQ#v=onepage&q=Myrmecocystus%20depilis%20days&f=false+HÃ¶lldobler B+ Grillenberger B+ Gadau J (2011) Queen number and raiding behavior in the ant genus Myrmecocystus (Hymenoptera: Formicidae). Myrmecol News 15:53â€“61",NA,"N","DOI: 10.2307/2425641","N",NA,NA,0.458,0.625,"","",NA,NA,NA,0.0682180851063831,0.0281598971585923,2.42252607394797,0.0285388282758238,0.0081966851046916,0.128239485108075
411,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-33.67_19.62",20,-33.67,19.62,"","Ceratitis","capitata","Nuy, South Africa",5,42.48322148,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","April",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0805369119999984,0.0116245019557263,6.9282032302748,0.0912578966859891,-0.0671663898055226,0.228240213805519
417,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-33.39_18.57",20,-33.39,18.57,"","Ceratitis","capitata","Wellington, South Africa",5,41.77852349,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","March",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0906040269999987,0.00581225040051104,15.5884589886273,0.0407832900478637,0.0167523834331921,0.164455670566805
423,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-33.34_19.57",20,-33.34,19.57,"","Ceratitis","capitata","Ceres, Western Cape Province, South Africa",5,42.28187919,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","April",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0805369129999973,0.0581225103559782,1.38564064949603,0.397972506410292,-0.657979603363496,0.81905342936349
429,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-33.01_19",20,-33.01,19,"","Ceratitis","capitata","Porterville, South Africa",5,42.48322148,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","March",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0704697979999989,0.0600599275410492,1.17332472557238,0.449336193580323,-0.69266393777639,0.833603533776388
435,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-28.47_20.46",20,-28.47,20.46,"","Ceratitis","capitata","Koekoeb, South Africa",5,41.67785235,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","February",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0939597309999976,0.00387483379279074,24.2487125963475,0.026238887616376,0.0447252995101502,0.143194162489845
441,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-25.06_31.05",20,-25.06,31.05,"","Ceratitis","capitata","Kiepersol, Mbombela Local Municipality, South Africa",5,43.79194631,"tmax",0.503355705,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","December",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0201342279999999,0.0348735058671757,0.577350269189626,0.666666666666667,-0.422975677416524,0.463244133416524
447,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-23.05_30.17",20,-23.05,30.17,"","Ceratitis","capitata","Levubu, Makhado Local Municipality, South Africa",5,41.77852349,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","February",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.130872483,0.0290612554666639,4.50333204462291,0.139109221616409,-0.238385778849707,0.500130744849707
453,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_36.82",20,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,43.48993289,"tmax",0.201342282,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","January",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,0.5,"5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,365,"up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"N","https://animaldiversity.org/accounts/Ceratitis_capitata/","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0570469789999978,0.0445605917925322,1.28021143133827,0.422157127196034,-0.509149023481022,0.623242981481017
