"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","ARR","std.error","statistic","p.value","conf.low","conf.high"
703,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",12,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,30.4,"tmax",1.22,"SD",6,"critical","LOE","0.83",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
704,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",20,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,36,"tmax",0.98,"SD",6,"critical","LOE","0.83",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
705,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov 2013","Comte","Cyprinus carpio_58.44_38.42",15,58.44,38.42,"","Cyprinus","carpio","Rybinsk Water Reservoir Russia",14,36.5,"tmax",0.2,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","14","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",3.7116661116789,3.83999077642181,NA,NA,NA,NA,NA,NA
706,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov 2013","Comte","Cyprinus carpio_58.44_38.42",15,58.44,38.42,"","Cyprinus","carpio","Rybinsk Water Reservoir Russia",14,35.6,"tmax",0.1,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","14","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",3.7116661116789,3.83999077642181,NA,NA,NA,NA,NA,NA
763,"Dicentrarchus labrax","Dicentrarchus","labrax","Chordata","Teleostei","Perciformes","Moronidae",NA,"Dâˆ_Âºlger et al. 2012","Comte","Dicentrarchus labrax_36.76_35.71",15,36.76,35.71,"","Dicentrarchus","labrax","Yumurtalik Adana Turkey",35,33.23,"tmax",0.67,"SD",15,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","35","days",NA,"1460","AnAge","730","AnAge",NA,"100+","LARVAE: PLD 2-3 months (https://animaldiversity.org/accounts/Dicentrarchus_labrax/) MIGRATION: 400+ km moved by adults (https://doi.org/10.1017/S0025315400026448)",NA,103,"TL male/unsexed -fishbase","50","SL male/unsexed -fishbase","50","SL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Fall-Winter","Fall-Winter","DISTANCE: 400km+ between summer and winter spawning habitat (https://doi.org/10.1017/S0025315400026448) TIMING: move inshore in spring and summer+ move into deeper water late autumn+ since considered inshore then autumn-winter is when away (https://animaldiversity.org/accounts/Dicentrarchus_labrax/)","Nikki","804.25","majority stayed within 16km of tagging location+ used as radius (https://doi.org/10.1017/S0025315400026448)",10950,"30 years max (fishbase)",NA,"N",0.708,0.125,NA,NA,"","",6.20796745140427,6.39791782623861,0.270999999999997,0.0294448637286699,9.20364252649367,0.0689001321474693,-0.103132466965247,0.645132466965241
764,"Dicentrarchus labrax","Dicentrarchus","labrax","Chordata","Teleostei","Perciformes","Moronidae",NA,"Dâˆ_Âºlger et al. 2012","Comte","Dicentrarchus labrax_36.76_35.71",20,36.76,35.71,"","Dicentrarchus","labrax","Yumurtalik Adana Turkey",35,34.84,"tmax",0.37,"SD",15,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","35","days",NA,"1460","AnAge","730","AnAge",NA,"100+","LARVAE: PLD 2-3 months (https://animaldiversity.org/accounts/Dicentrarchus_labrax/) MIGRATION: 400+ km moved by adults (https://doi.org/10.1017/S0025315400026448)",NA,103,"TL male/unsexed -fishbase","50","SL male/unsexed -fishbase","50","SL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Fall-Winter","Fall-Winter","DISTANCE: 400km+ between summer and winter spawning habitat (https://doi.org/10.1017/S0025315400026448) TIMING: move inshore in spring and summer+ move into deeper water late autumn+ since considered inshore then autumn-winter is when away (https://animaldiversity.org/accounts/Dicentrarchus_labrax/)","Nikki","804.25","majority stayed within 16km of tagging location+ used as radius (https://doi.org/10.1017/S0025315400026448)",10950,"30 years max (fishbase)",NA,"N",0.708,0.125,NA,NA,"","",6.20796745140427,6.39791782623861,0.270999999999997,0.0294448637286699,9.20364252649367,0.0689001321474693,-0.103132466965247,0.645132466965241
765,"Dicentrarchus labrax","Dicentrarchus","labrax","Chordata","Teleostei","Perciformes","Moronidae",NA,"Dâˆ_Âºlger et al. 2012","Comte","Dicentrarchus labrax_36.76_35.71",25,36.76,35.71,"","Dicentrarchus","labrax","Yumurtalik Adana Turkey",35,35.94,"tmax",0.41,"SD",15,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","35","days",NA,"1460","AnAge","730","AnAge",NA,"100+","LARVAE: PLD 2-3 months (https://animaldiversity.org/accounts/Dicentrarchus_labrax/) MIGRATION: 400+ km moved by adults (https://doi.org/10.1017/S0025315400026448)",NA,103,"TL male/unsexed -fishbase","50","SL male/unsexed -fishbase","50","SL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Fall-Winter","Fall-Winter","DISTANCE: 400km+ between summer and winter spawning habitat (https://doi.org/10.1017/S0025315400026448) TIMING: move inshore in spring and summer+ move into deeper water late autumn+ since considered inshore then autumn-winter is when away (https://animaldiversity.org/accounts/Dicentrarchus_labrax/)","Nikki","804.25","majority stayed within 16km of tagging location+ used as radius (https://doi.org/10.1017/S0025315400026448)",10950,"30 years max (fishbase)",NA,"N",0.708,0.125,NA,NA,"","",6.20796745140427,6.39791782623861,0.270999999999997,0.0294448637286699,9.20364252649367,0.0689001321474693,-0.103132466965247,0.645132466965241
771,"Dorosoma cepedianum","Dorosoma","cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Cvancara et al. 1977","Comte","Dorosoma cepedianum_38.34_-90.37",31,38.34,-90.37,"","Dorosoma","cepedianum","Mississippi River US",NA,28.5,"tmax",NA,"SD",20,"lethal","death","0.07",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: pelagic larvae (DOI: 10.2307/2425511) and larval stage complete by 35-40mm TL (https://doi.org/10.1071/MF9900695) no growth rate found",NA,57,"TL male/unsexed -fishbase","35","SL male/unsexed -fishbase","35","SL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,2190,"4-6 years average+ 10 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",7.98476502751942,8.6458940121406,NA,NA,NA,NA,NA,NA
996,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-43.218139_170.210452",16,-43.218139,170.210452,"inferred","Galaxias","fasciatus","South Westland, New Zealand",NA,29,"tmax",NA,NA,NA,"lethal","50percent_survival",NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Main 1988",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",0.946759777503454,1.04839148201532,NA,NA,NA,NA,NA,NA
997,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-37.595991_175.104216",14,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,30.6,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",4.16687899325392,4.30392385552468,0.11933962264151,0.158365807066271,0.753569377457661,0.505856683044853,-0.384651054939816,0.623330300222836
998,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-43.218139_170.210452",16,-43.218139,170.210452,"inferred","Galaxias","fasciatus","South Westland, New Zealand",NA,30,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Main 1988",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",0.946759777503454,1.04839148201532,NA,NA,NA,NA,NA,NA
999,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-37.595991_175.104216",20,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,32.5,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",4.16687899325392,4.30392385552468,0.11933962264151,0.158365807066271,0.753569377457661,0.505856683044853,-0.384651054939816,0.623330300222836
1000,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-37.595991_175.104216",22,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,31.2,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",4.16687899325392,4.30392385552468,0.11933962264151,0.158365807066271,0.753569377457661,0.505856683044853,-0.384651054939816,0.623330300222836
1001,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-37.595991_175.104216",24,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,34,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",4.16687899325392,4.30392385552468,0.11933962264151,0.158365807066271,0.753569377457661,0.505856683044853,-0.384651054939816,0.623330300222836
1002,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-37.595991_175.104216",26,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,31.1,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,"Y",NA,NA,NA,NA,"","",4.16687899325392,4.30392385552468,0.11933962264151,0.158365807066271,0.753569377457661,0.505856683044853,-0.384651054939816,0.623330300222836
1013,"Galaxias maculatus","Galaxias","maculatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias maculatus_-37.595991_175.104216",20,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,33.1,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"365","1 year (IUCN Red List)","365","1 year (IUCN Red List)","Y","100+","GENETIC: genetic analysis of 20 populations: high gene flow and lack of site fidelity among estuarine but not among resident populations+ estuarine populations separated by 100+km (doi: 10.1111/mec.15290)",NA,19,"SL male/unsexed - fishbase","10","TL male/unsexed -fishbase","10","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","Fishbase","Aug-Oct","Aug-Oct","DISTANCE: more than 850km (https://doi.org/10.1111/j.1439-0426.2006.00820.x) TIMING: catadromous+ begin in estuary as larvae 5-6 months+ migrate and reach maturity in full freshwater at 1 year+  return to sea to spawn in August+ typically die after one spawning season but some survive another year (Hugo+ C. C. (1973). Migration of Galaxias maculatus (Jenyns)(Galaxiidae+ Pisces) in valdivia estuary+ chile. Hydrobiologia+ 43(3-4)+ 301-312.)  POPULATION SPECIFIC: land-locked populations do not migrate (https://doi.org/10.1111/j.1439-0426.2006.00820.x)","Nikki","unk",NA,1825,"dies after spawning+ usually dies at maturity after 1 year but can live until 5 max (IUCN Red List)","complicated migration","Y",0.625,0.792,NA,NA,"","",4.38257821260301,4.72003704367765,0.338544112713854,0.0113692022400646,29.7772970842967,7.57446384433127e-06,0.306978146804423,0.370110078623285
